ingredientNo	recipeNumber	subHeadingNo	ingredient	mainIngredients
8727	852	1	1 1/2 cups SunRice Arborio Risotto Rice	RICE
8728	852	1	1/2 cup dry white wine	WHITE WINE
8729	852	1	150g baby spinach	SPINACH
8730	852	1	3/4 cup finely grated parmesan	PARMESAN
8731	852	1	30g butter, chopped	BUTTER
8732	853	1	20g dried mixed forest mushrooms	MUSHROOM
8733	853	1	2/3 cup boiling water	WATER
8734	853	1	375g orecchiette (or other short pasta)	ORECCHIETTE (OR OT
8735	853	1	65g butter	BUTTER
8736	853	1	2 tablespoons plain flour	FLOUR
8737	853	1	1 cup milk	MILK
8738	853	1	200g brown mushrooms, chopped	MUSHROOM
8739	853	1	2 teaspoons fresh thyme leaves, plus extra to serve	THYME
8740	853	1	150g taleggio, diced (see Note)	TALEGGIO
8741	853	1	50g stale sourdough bread, finely chopped	SOURDOUGH BREAD
8742	853	1	3 teaspoons extra-virgin olive oil	OLIVE OIL
8743	853	1	Mixed leaves, to serve	MIXED LEAVES
8744	854	1	4 tablespoons olive oil	OLIVE OIL
8745	854	1	20g butter	BUTTER
8746	854	1	1 brown onion, finely chopped	ONION
8747	854	1	2 garlic cloves, crushed	GARLIC
8748	854	1	250g button mushrooms, sliced	MUSHROOM
8749	854	1	2 cups SunRice White Medium Grain Rice	RICE
8750	854	1	1 tablespoon fresh thyme leaves	THYME
8751	854	1	3 1/2 cups Campbell's Real Stock Vegetable	CAMPBELL'S REAL ST
8752	854	1	1 egg, lightly beaten	EGG
8753	854	1	1/3 cup finely grated parmesan	PARMESAN
8754	854	1	1/4 cup plain flour	FLOUR
8755	854	1	rocket leaves, to serve	ROCKET
8756	854	1	lemon wedges, to serve	LEMON
8757	855	1	1 tablespoon olive oil	OLIVE OIL
8758	855	1	1 small brown onion, finely chopped	ONION
8759	855	1	200g cup mushrooms, finely chopped	MUSHROOM
8760	855	1	2 tablespoons thyme leaves	THYME
8761	855	1	700g beef mince	BEEF
8762	855	1	1 cup fresh white breadcrumbs (see note)	BREADCRUMB
8763	855	1	1 egg, lightly beaten	EGG
8764	855	1	olive oil cooking spray	OLIVE OIL
8765	855	1	500g butternut pumpkin, unpeeled, cut into 1.5cm-thick slices	PUMPKIN
8766	855	1	100g rocket leaves, to serve	ROCKET
8767	856	1	1 sheet frozen Careme puff pastry, just thawed	PUFF PASTRY
8768	856	1	2 teaspoons olive oil	OLIVE OIL
8769	856	1	30g butter	BUTTER
8770	856	1	1 eschalot, finely chopped	ESCHALOT
8771	856	1	1 teaspoon chopped thyme leaves, plus extra sprigs to serve	THYME
8772	856	1	200g mushrooms, chopped	MUSHROOM
8773	856	1	1 garlic clove, crushed	CLOVE, GARLIC
8774	856	1	2 tablespoons thickened cream	THICKENED CREAM
8775	857	1	1 3/4 cups rolled oats	S ROLLED OATS
8776	857	1	500g creamed cottage cheese	COTTAGE CHEESE
8777	857	1	1 egg	EGG
8778	857	1	1 tablespoon soy sauce	SOY SAUCE
8779	857	1	2 teaspoons dried mixed herbs	DRIED MIXED HERBS
8780	857	1	1 cup dried breadcrumbs	BREADCRUMB
8781	857	1	1/2 cup walnuts, toasted	WALNUT
8782	857	1	200g cup mushrooms, finely diced	MUSHROOM
8783	857	1	2 stalks celery (including leaves), finely diced	CELERY
8784	857	1	1/2 cup olive oil	OLIVE OIL
8785	857	1	600ml bottle Italian tomato pasta sauce	PASTA SAUCE
8786	857	1	2 tablespoons oregano leaves	OREGANO
8787	857	1	120g mixed salad leaves, to serve	MIXED SALAD LEAVES
8788	858	1	4 thick slices of sourdough bread	SOURDOUGH BREAD
8789	858	1	1/4 cup (60ml) olive oil	OLIVE OIL
8790	858	1	3 cloves garlic, thinly sliced	GARLIC
8791	858	1	4 large BBQ flat mushrooms	MUSHROOM
8792	858	1	100g bocconcini, thickly sliced	BOCCONCINI
8793	858	1	100g pitted Kalamata olives, halved	OLIVE
8794	858	1	200g chargrilled capsicum, drained	CAPSICUM
8795	858	1	1/2 cup fresh basil leaves, torn	BASIL
8796	859	1	6 field mushrooms, thickly sliced	MUSHROOM
8797	859	1	1 red onion, thickly sliced into wedges	ONION
8798	859	1	145ml olive oil	OLIVE OIL
8799	859	1	2 garlic cloves, finely chopped, plus 1 clove, halved, to rub	CLOVE, GARLIC
8800	859	1	1/4 cup oregano leaves, plus extra leaves to serve	OREGANO
8801	859	1	1/2 cup sour cream	SOUR CREAM
8802	859	1	1 teaspoon Dijon mustard	MUSTARD
8803	859	1	1/4 cup (60ml) extra virgin olive oil	OLIVE OIL
8804	859	1	1 tablespoon lemon juice	LEMON JUICE
8805	859	1	8 thick slices sourdough bread	SOURDOUGH BREAD
8806	859	1	Rocket leaves, to serve	ROCKET
8807	860	1	4 large flat mushrooms	MUSHROOM
8808	860	1	olive oil cooking spray	OLIVE OIL
8809	860	1	4 eggs, at room temperature	EGG
8810	860	1	1 loaf Turkish bread, cut into 4 pieces, crossways	TURKISH BREAD
8811	860	1	40g baby rocket	ROCKET
8812	860	1	225g can sliced beetroot, drained	BEETROOT
8813	860	1	4 slices canned pineapple in natural juice, drained	CANNED PINEAPPLE
8814	860	1	1/3 cup tomato relish	RELISH, TOMATO
8815	860	1	dressed salad leaves, to serve	DRESSED SALAD LEAV
8816	861	1	1/4 cup (60ml) olive oil	OLIVE OIL
8817	861	1	2 red onions, sliced	ONIONS SLICED
8818	861	1	1/2 cup semi-dried tomatoes, cut into strips	TOMATOES
8819	861	1	1/4 cup torn basil leaves	BASIL
8820	861	1	4 large flat mushrooms	MUSHROOM
8821	861	1	8 slices prosciutto, rind removed	PROSCIUTTO
8822	861	1	200g Taleggio cheese*, thinly sliced	TALEGGIO CHEESE
8823	861	1	4 round crusty bread rolls (preferably wood-fired), halved	BREAD
8824	861	1	2 tablespoons pesto	PESTO
8825	861	1	1 cup baby rocket leaves	ROCKET
8826	862	1	1 1/2 cups plain flour	FLOUR
8827	862	1	2 cups milk	MILK
8828	862	1	1 egg	EGG
8829	862	1	40g butter, melted	BUTTER
8830	862	1	1 tablespoon olive oil	OLIVE OIL
8831	862	1	400g button mushrooms, sliced	MUSHROOM
8832	862	1	200g Swiss brown mushrooms, sliced	MUSHROOM, SWIS
8833	862	1	4 green onions, thinly sliced	GREEN ONION
8834	862	1	1 tablespoon Worcestershire sauce	WORCESTERSHIRE SAU
8835	862	1	2 cups grated tasty cheese	CHEESE
8836	863	1	2 tablespoons olive oil	OLIVE OIL
8837	863	1	400g mushrooms, sliced (see note)	MUSHROOM
8838	863	1	1 tablespoon plain flour	FLOUR
8839	863	1	3/4 cup Campbell's Real Stock Chicken	CHICKEN
8840	863	1	400g fresh egg fettucine pasta	PASTA, EGG
8841	863	1	3/4 cup flat-leaf parsley leaves, roughly chopped	PARSLEY
8842	863	1	Shaved pecorino cheese, to serve	CHEESE
8843	864	1	3 tablespoons extra virgin olive oil	OLIVE OIL
8844	864	1	400g flat or portabella mushrooms, gills removed, thickly sliced	PORTABELLA MUSHROO
8845	864	1	600g button mushrooms, quartered	MUSHROOM
8846	864	1	1 small brown onion, finely chopped	ONION
8847	864	1	5 cloves garlic, crushed	GARLIC
8848	864	1	1 1/2 tablespoons fresh thyme leaves	THYME
8849	864	1	2 tablespoons red wine vinegar	WINE VINEGAR, RED 
8850	864	1	1/2 cup thickened cream	THICKENED CREAM
8851	864	1	20g unsalted butter	UNSALTED BUTTER
8852	864	1	2 large free range eggs	EGG
8853	864	1	1/2 cup finely grated parmesan or pecorino (or vegetarian hard cheese)	PARMESAN
8854	864	1	1 tablespoon chopped fresh chives	CHIVE
8855	864	1	1 tablespoon chopped fresh parsley	PARSLEY
8856	865	1	2 tablespoons olive oil	OLIVE OIL
8857	865	1	100g button mushrooms, thinly sliced	MUSHROOM
8858	865	1	1 clove garlic, crushed	GARLIC, CLOVE
8859	865	1	1 1/2 tablespoons plain flour	FLOUR
8860	865	1	1 1/4 cups (310ml) beef stock, approximately	BEEF
8861	866	1	10g dried porcini mushrooms (see note)	MUSHROOM
8862	866	1	2 tablespoons olive oil	OLIVE OIL
8863	866	1	2 onions, thinly sliced	ONION
8864	866	1	2 garlic cloves, finely chopped	GARLIC
8865	866	1	500g Swiss brown mushrooms, sliced	MUSHROOM, SWIS
8866	866	1	1 bay leaf	BAY LEAF
8867	866	1	2 thyme sprigs	THYME
8868	866	1	500ml good-quality tomato passata	PASSATA, TOMATO
8869	866	1	200g buffalo mozzarella (see note) (or bocconcini), sliced, drained on paper towel	MOZZARELLA
8870	866	1	375g pkt fresh lasagne sheets	LASAGNE SHEETS
8871	866	1	1/2 cup (40g) grated parmesan, plus extra to serve	PARMESAN
8872	866	2	1L (4 cups) milk	MILK
8873	866	2	1 onion, halved	ONION
8874	866	2	1 bay leaf	BAY LEAF
8875	866	2	1 thyme sprig	THYME
8876	866	2	50g unsalted butter	UNSALTED BUTTER
8877	866	2	1/3 cup (50g) plain flour	FLOUR
8878	866	2	Pinch of nutmeg	PINCH OF NUTMEG
8879	867	1	800g orange sweet potato, scrubbed, cut into wedges	SWEET POTATO
8880	867	1	1/4 cup olive oil	OLIVE OIL
8881	867	1	1 large brown onion, thinly sliced	ONION
8882	867	1	1 tablespoon balsamic vinegar	BALSAMIC VINEGAR
8883	867	1	4 large flat mushrooms, stems removed	MUSHROOM
8884	867	1	4 thin slices pancetta	PANCETTA
8885	867	1	100g piece mozzarella, sliced	MOZZARELLA
8886	867	1	4 ciabatta rolls, split	ROLL
8887	867	1	40g baby rocket	ROCKET
8888	867	1	1 large tomato, thinly sliced	TOMATO
8889	867	1	2 tablespoons small fresh basil leaves	BASIL
8890	868	1	7 eggs	EGG
8891	868	1	3 teaspoons soy sauce	SOY SAUCE
8892	868	1	2 teaspoons sesame seeds	SESAME SEED
8893	868	1	1 tablespoon vegetable oil	VEGETABLE OIL
8894	868	1	1 garlic clove, crushed	CLOVE, GARLIC
8895	868	1	1 150g pkt oyster mushrooms	OYSTER
8896	868	1	1 100g pkt enoki mushrooms	MUSHROOM
8897	868	1	4 green shallots, trimmed, cut into 15cm lengths, cut in half lengthways	GREEN
8898	868	1	60ml (1/4 cup) oyster sauce	OYSTER
8899	868	1	1/2 bunch English spinach, washed, trimmed and roughly chopped	SPINACH
8900	869	1	40g butter	BUTTER
8901	869	1	1 brown onion, finely chopped	ONION
8902	869	1	2 garlic cloves, crushed	GARLIC
8903	869	1	500g button mushrooms, roughly chopped	MUSHROOM
8904	869	1	1 tablespoon plain flour	FLOUR
8905	869	1	1 tablespoon thyme leaves	THYME
8906	869	1	1/4 cup red wine	RED WINE
8907	869	1	2 tablespoons sour cream	SOUR CREAM
8908	869	1	Extra thyme leaves, to garnish	THYME
8909	869	1	2 x 80g packets mini toasts	MINI TOASTS
8910	870	1	30g butter	BUTTER
8911	870	1	1 tablespoon extra virgin olive oil	OLIVE OIL
8912	870	1	1 brown onion, halved, finely chopped	ONION
8913	870	1	2 garlic cloves, crushed	GARLIC
8914	870	1	300g cup mushrooms, chopped	MUSHROOM
8915	870	1	1 tablespoon dry sherry	SHERRY
8916	870	1	1 1/2 teaspoons fresh thyme leaves	THYME
8917	870	1	125g cream cheese, at room temperature	CREAM CHEESE
8918	870	1	1/3 cup loosely packed chopped fresh continental parsley	PARSLEY
8919	870	1	SAXA Pink Himalayan Salt Flakes & freshly ground black pepper	BLACK PEPPER
8920	870	1	1 (about 30cm) baguette (French stick), thinly sliced crossways	BAGUETTE
8921	870	1	60ml (1/4 cup) olive oil	OLIVE OIL
8922	871	1	1 tablespoon sesame oil	SESAME OIL
8923	871	1	2 cloves garlic, crushed	GARLIC
8924	871	1	1 teaspoon grated ginger	GINGER
8925	871	1	2 shallots, finely diced	SHALLOT
8926	871	1	300g button mushrooms, chopped	MUSHROOM
8927	871	1	40g Chinese cabbage, finely shredded	CHINESE CABBAGE
8928	871	1	2 teaspoons low-salt soy sauce	SOY SAUCE
8929	871	1	16 large sheets of rice paper	RICE PAPER
8930	871	1	1 bunch fresh coriander, leaves picked	CORIANDER
8931	871	1	2 medium carrots, peeled, finely julienned	CARROT
8932	871	1	1 cup bean sprouts, trimmed	BEAN SPROUT
8933	871	1	Extra low-salt soy, to serve	EXTRA LOW-SALT SOY
8934	872	1	1 litre salt-reduced vegetable stock	SALT-REDUCED VEGET
8935	872	1	2 tablespoons olive oil	OLIVE OIL
8936	872	1	1 brown onion, finely chopped	ONION
8937	872	1	1 1/2 cups arborio rice	RICE
8938	872	1	1/2 cup dry white wine	WHITE WINE
8939	872	1	3 garlic cloves, finely sliced	GARLIC
8940	872	1	40g butter	BUTTER
8941	872	1	500g Portabella mushrooms, coarsely chopped	PORTABELLA MUSHROO
8942	872	1	2 tablespoons chopped flat-leaf parsley	PARSLEY
8943	872	1	1 cup finely grated parmesan (or vegetarian hard cheese)	PARMESAN
8944	873	1	3 cups (750mls) Campbell's Real Stock Chicken	CHICKEN
8945	873	1	2 tablespoons olive oil	OLIVE OIL
8946	873	1	1 onion, finely diced	ONION
8947	873	1	1 clove garlic, crushed	GARLIC, CLOVE
8948	873	1	200g Swiss brown or portobello mushrooms, wiped clean and diced	MUSHROOM, SWIS
8949	873	1	11/2 cups (300g) SunRice Arborio Risotto Rice	RICE
8950	873	1	3/4 cup (58g) grated parmesan cheese	PARMESAN CHEESE
8951	873	1	1/2 cup (65g) plain flour	FLOUR
8952	873	1	3 eggs, beaten	EGG
8953	873	1	1 cup breadcrumbs	BREADCRUMB
8954	873	1	Oil for shallow frying	OIL
8955	873	1	SAXA Pink Himalayan Salt Flakes, to season	SALT
8956	874	1	1L (4 cups) Campbell's Real Stock Vegetable	CAMPBELL'S REAL ST
8957	874	1	250ml (1 cup) dry white wine	WHITE WINE
8958	874	1	50g butter	BUTTER
8959	874	1	1 leek, pale section only, washed, thinly sliced	LEEK
8960	874	1	2 garlic cloves, crushed	GARLIC
8961	874	1	440g (2 cups) SunRice Arborio Risotto Rice	RICE
8962	874	1	110g (1 1/2 cups) shredded parmesan or vegetarian hard cheese	CHEESE, PARMESAN
8963	874	1	1/3 cup chopped fresh continental parsley	PARSLEY
8964	874	1	500g cup mushrooms, thinly sliced	MUSHROOM
8965	874	1	2 eggs, lightly whisked	EGG
8966	874	1	2 tablespoons olive oil	OLIVE OIL
8967	874	1	1 x 250g punnet cherry tomatoes, halved	TOMATOES
8968	874	1	80g bunch rocket, ends trimmed	ROCKET
8969	874	1	2 tablespoons Fig Balsamic Glaze	FIG
8970	875	1	1 tablespoon olive oil	OLIVE OIL
8971	875	1	450g mixed fresh mushrooms (such as brown, oyster, shimeji, stemmed shiitake), cle	OYSTER
8972	875	1	100g butter, divided	BUTTER
8973	875	1	4g fresh sage leaves	SAGE
8974	875	1	1 (about 1/2 cup) small onion, finely chopped	ONION
8975	875	1	2 garlic cloves, finely chopped	GARLIC
8976	875	1	1 1/2 cups Arborio rice	RICE
8977	875	1	3/4 cup dry white wine	WHITE WINE
8978	875	1	5 1/2 cups (about) chicken stock, or water, heated to simmering point	WATER, CHICKEN
8979	875	1	1/3 cup (15g) finely grated parmesan cheese (or vegetarian hard cheese)	PARMESAN CHEESE
8980	876	1	750ml (3 cups) Campbell's Real Stock Chicken	CHICKEN
8981	876	1	500ml (2 cups) water	WATER
8982	876	1	2 tablespoons olive oil	OLIVE OIL
8983	876	1	1 leek, pale section only, thinly sliced	LEEK
8984	876	1	2 garlic cloves, finely chopped	GARLIC
8985	876	1	330g (1 1/2 cups) SunRice Arborio Risotto Rice	RICE
8986	876	1	125ml (1/2 cup) white wine	WHITE WINE
8987	876	1	4 (about 200g each) single chicken breast fillets, halved horizontally	CHICKEN BREAST
8988	876	1	2 tablespoons chopped fresh tarragon	TARRAGON
8989	876	1	40g butter	BUTTER
8990	876	1	200g small Swiss brown mushrooms, trimmed, quartered	MUSHROOM, SWIS
8991	876	1	150g oyster mushrooms, torn	OYSTER
8992	876	1	1/4 cup chopped fresh continental parsley	PARSLEY
8993	876	1	40g (1/2 cup) finely grated parmesan	PARMESAN
8994	877	1	1 cup Campbell's Real Stock Beef	BEEF
8995	877	1	2 garlic cloves, crushed	GARLIC
8996	877	1	1 cup polenta	POLENTA
8997	877	1	200g cup mushrooms, sliced	MUSHROOM
8998	877	1	2 teaspoons finely chopped fresh rosemary leaves	ROSEMARY
8999	877	1	1/2 cup finely grated parmesan cheese	PARMESAN CHEESE
9000	877	1	Chopped fresh flat-leaf parsley, to serve	PARSLEY
9001	878	1	40g butter	BUTTER
9002	878	1	2 shallots, chopped	SHALLOT
9003	878	1	3 rashers bacon, rind removed, chopped	BACON
9004	878	1	500g frozen peas	PEA
9005	878	1	1/4 cup chopped parsley	PARSLEY
9006	878	1	1/4 cup chopped mint	MINT
9007	879	1	1kg frozen peas	PEA
9008	879	1	20g butter, chopped	BUTTER
9009	879	1	1 large garlic clove, crushed	CLOVE, GARLIC
9010	879	1	1/3 cup small fresh mint leaves	MINT
9011	880	1	600g frozen peas	PEA
9012	880	1	1 tablespoon olive oil	OLIVE OIL
9013	880	1	100g sliced prosciutto, thinly sliced crossways	PROSCIUTTO
9014	880	1	1/4 cup chopped fresh mint	MINT
9015	880	1	30g butter	BUTTER
9016	881	1	250g shelled fresh or frozen peas	PEA
9017	881	1	50g unsalted butter	UNSALTED BUTTER
9018	881	1	100g iceberg lettuce, shredded	LETTUCE
9019	881	1	1 tablespoon plain flour	FLOUR
9020	881	1	100ml (5 tablespoons) Campbell's Real Stock Chicken	CHICKEN
9021	881	1	1 teaspoon caster sugar	SUGAR
9022	881	1	1 bouquet garni	BOUQUET GARNI
9023	881	1	1 cup small white pickled onions	ONION
9024	881	1	1 tablespoon chopped flat-leaf parsley	PARSLEY
9025	881	1	1 tablespoon thickened cream	THICKENED CREAM
9026	882	1	2 cups fresh peas or frozen peas, cooked	PEAS COOKED
9027	882	1	1/4 cup brown sugar	BROWN SUGAR
9028	882	1	1/8 teaspoon salt	SALT
9029	882	1	1 teaspoon lemon juice	LEMON JUICE
9030	882	1	16 walnut halves	WALNUT HALVE
9031	882	1	2 x 425g cans baby beetroot, well drained	BEETROOT
9032	882	1	150g mixed baby lettuce leaves	LETTUCE
9033	882	1	100g Persian style feta cheese	FETA CHEESE
9034	882	2	1/4 cup walnut oil or sunflower oil	SUNFLOWER OIL, WAL
9035	882	2	2 teaspoons finely grated lemon rind	LEMON
9036	882	2	2 tablespoons lemon juice	LEMON JUICE
9037	883	1	45g unsalted butter, softened	UNSALTED BUTTER
9038	883	1	125g light brown sugar	BROWN SUGAR
9039	883	1	150ml golden syrup	SYRUP
9040	883	1	3 eggs, beaten	EGG
9041	883	1	1 teaspoon vanilla extract	VANILLA EXTRACT
9042	883	1	100g milk chocolate, melted	CHOCOLATE, MILK
9043	883	1	200g pecan nuts, chopped	PECAN
9044	883	1	Icing sugar, to dust	SUGAR
9045	883	2	250g plain flour	FLOUR
9046	883	2	110g icing sugar, sifted	SUGAR SIFTED
9047	883	2	110g unsalted butter, chilled and cubed	UNSALTED BUTTER
9048	883	2	1 egg	EGG
9049	884	1	190g (1 1/4 cups) plain flour	FLOUR
9050	884	1	125g butter, chilled, chopped	BUTTER
9051	884	1	60g (1/3 cup) icing sugar mixture	SUGAR
9052	884	1	1 egg yolk	EGG
9053	884	1	1 tablespoon water	WATER
9054	884	1	160ml (2/3 cup) double cream	CREAM
9055	884	1	1 tablespoon brandy	BRANDY
9056	884	2	110g (1/3 cup) fig jam	JAM, FIG
9057	884	2	55g (1/4 cup, firmly packed) brown sugar	BROWN SUGAR
9058	884	2	2 eggs, lightly whisked	EGG
9059	884	2	20g butter, melted	BUTTER
9060	884	2	195g (1 1/2 cups) pecans, toasted	PECAN
9061	885	1	Melted butter, to grease	BUTTER
9062	885	1	105g (3/4 cup) pecan halves	PECAN
9063	885	1	6 egg whites, lightly whisked	EGG
9064	885	1	185g unsalted butter, melted	UNSALTED BUTTER
9065	885	1	230g (1 1/2 cups) icing sugar mixture	SUGAR
9066	885	1	75g (1/2 cup) plain flour	FLOUR
9067	885	1	2 tablespoons maple syrup	MAPLE SYRUP
9068	885	1	10 pecan halves, extra	PECAN
9069	885	1	1 tablespoon maple syrup, extra, to serve	MAPLE SYRUP
9070	886	1	1/2 cup extra light olive oil	OLIVE OIL
9071	886	1	2 eggs, lightly beaten	EGG
9072	886	1	1/2 cup maple-flavoured syrup	SYRUP
9073	886	1	1/3 cup buttermilk	BUTTERMILK
9074	886	1	1/2 cup caster sugar	SUGAR
9075	886	1	1 1/2 cups mashed ripe bananas	BANANA
9076	886	1	1 1/2 cups plain flour	FLOUR
9077	886	1	1 teaspoon baking powder	BAKING POWDER
9078	886	1	1 cup pecans, roughly chopped	PECAN
9079	886	1	350g fresh ricotta cheese, to serve	RICOTTA CHEESE
9080	887	1	125g unsalted butter, plus extra, softened, to grease	UNSALTED BUTTER
9081	887	1	200g good-quality white chocolate (see note)	WHITE CHOCOLATE
9082	887	1	275g (1 1/4 cups firmly packed) brown sugar	BROWN SUGAR
9083	887	1	90g (3/4 cup) pecans, plus extra, to serve	PECAN
9084	887	1	150g (1 cup) plain flour	FLOUR
9085	887	1	1 egg	EGG
9086	887	1	1 teaspoon vanilla bean paste (see note)	VANILLA BEAN
9087	887	1	Icing sugar, to dust	SUGAR
9088	887	2	250ml (1 cup) pouring cream	CREAM
9089	887	2	125ml (1/2 cup) milk	MILK
9090	887	2	1 teaspoon vanilla bean paste (see note)	VANILLA BEAN
9091	887	2	2 egg yolks	EGG
9092	887	2	1 tablespoon caster sugar	SUGAR
9093	887	2	2 teaspoons cornflour	CORNFLOUR
9094	888	1	310g pkt Madeira cake mix	MIX, CAKE
9095	888	1	3/4 cup (180ml) milk	MILK
9096	888	1	2 eggs	EGG
9097	888	1	125g pecans, chopped	PECAN
9098	888	1	1/2 cup (125ml) thin cream	CREAM
9099	888	1	75g butter, chopped	BUTTER
9100	888	1	1/2 cup (110g) brown sugar	BROWN SUGAR
9101	888	1	1 teaspoon vanilla essence	VANILLA
9102	888	1	Vanilla ice cream to serve, (optional)	CREAM, VANILLA
9103	889	1	50g (1/4 cup) raisins, finely chopped	RAISIN
9104	889	1	2 teaspoons brandy	BRANDY
9105	889	1	100g unsalted butter	UNSALTED BUTTER
9106	889	1	70g (1/3 cup, firmly packed) dark brown sugar	BROWN SUGAR
9107	889	1	2 teaspoons ground cinnamon	CINNAMON
9108	889	1	1 teaspoon ground nutmeg	GROUND NUTMEG
9109	889	1	150g pecans, toasted, coarsely chopped	PECAN
9110	889	1	1 egg, lightly whisked	EGG
9111	889	1	1 teaspoon cold water	WATER
9112	889	2	125ml (1/2 cup) milk, warmed	MILK
9113	889	2	55g (1/4 cup) caster sugar	SUGAR
9114	889	2	2 teaspoons (7g/1 sachet) dried yeast	YEAST
9115	889	2	2 eggs, lightly whisked	EGG
9116	889	2	375g (21/2 cups) plain bread flour	BREAD FLOUR
9117	889	2	1/4 teaspoon salt	SALT
9118	889	2	120g unsalted butter, at room temperature, cut into 2cm pieces	UNSALTED BUTTER
9119	889	2	1/2 teaspoon orange rind, finely grated	ORANGE
9120	889	3	120g unsalted butter	UNSALTED BUTTER
9121	889	3	100g (1/2 cup, firmly packed) dark brown sugar	BROWN SUGAR
9122	889	3	125ml (1/2 cup) pouring cream	CREAM
9123	889	3	2 tablespoons golden syrup	SYRUP
9124	889	3	1/2 teaspoon sea salt	SALT
9125	890	1	2 lamb racks (6 cutlets each)	LAMB
9126	890	1	1 x 100g pkt pecans	PECAN
9127	890	1	8 fresh sage leaves	SAGE
9128	890	1	1 garlic clove, crushed	CLOVE, GARLIC
9129	890	1	1 tablespoon olive oil	OLIVE OIL
9130	890	1	Salt & freshly ground black pepper	BLACK PEPPER
9131	890	1	500g chat (small coliban) potatoes, quartered	POTATOE
9132	890	1	100g Italian flat green beans, diagonally sliced into thirds	GREEN BEAN
9133	890	1	1 small red onion, halved, thinly sliced	ONION
9134	890	1	85g (1/3 cup) good-quality whole-egg mayonnaise	MAYONNAISE
9135	891	1	2/3 cup pecan nuts	PECAN
9136	891	1	1/3 cup maple syrup	MAPLE SYRUP
9137	891	1	2 sheets frozen ready-rolled puff pastry, partially-thawed	PUFF PASTRY
9138	892	1	22 Jatz biscuits	JATZ BISCUITS
9139	892	1	1 cup pecans, roughly chopped	PECAN
9140	892	1	3 eggwhites	EGG
9141	892	1	1 cup caster sugar	SUGAR
9142	892	1	1 teaspoon vanilla essence	VANILLA
9143	892	1	300ml thickened cream, whipped, to serve	THICKENED CREAM
