recipeNumber	stepNumber	stepTitle	stepDescription
828	4	Step 4	Turn nutmeat loaf onto a chopping board and cut into 8 slices. Divide peas among serving plates. Top with nutmeat loaf and a dollop of tomato chutney. Serve immediately.
829	1	Step 1	To make the stuffing, heat 1 tablespoon olive oil in a large frypan over medium heat. Add mushroom and a pinch of salt, then cook, stirring, for 2 minutes or until pale golden. Remove from pan and allow to cool.
829	2	Step 2	Heat another 1 tablespoon olive oil in the pan over medium heat. Add the onion and one-third of the garlic, and cook, stirring, for 3 minutes or until soft. Increase heat to medium-high. Add sausage meat, sage and 2 tablespoons parsley, then cook, breaking up the sausage meat with a wooden spoon, for 4-5 minutes until the meat is lightly browned. Cool for 5 minutes, then add to the mushroom with the nuts and breadcrumbs. Combine well and season.
829	3	Step 3	Preheat the oven to 200°C. Place the spatchcocks in a roasting pan, then spoon in the stuffing and tie legs with kitchen string to enclose. Drizzle with oil and rub into the skin, then sprinkle with thyme and season with salt. Roast for 50-60 minutes until golden and cooked through – the juices will run clear when the thigh is pierced with a skewer.
829	4	Step 4	Meanwhile, place potato in a saucepan of cold, salted water. Bring to the boil, then reduce heat to medium-low and cook for 5 minutes or until par-boiled. Drain, then cool and halve. Heat remaining 2 tablespoons olive oil in a large frypan over medium heat. Add the remaining garlic and cook, stirring, for 30 seconds or until fragrant. Add potato and cook, tossing occasionally, for 10 minutes or until golden. Transfer to a bowl. Add the remaining 1 tablespoon parsley, then season and toss to combine. Keep warm.
829	5	Step 5	Heat truffle oil in a clean frypan over low heat. Add eschalot and stir for 2-3 minutes until soft. Add stock and cook for 5-6 minutes until slightly reduced, then stir in cream and thyme. Cook for a further 3-4 minutes or until slightly thickened. Season and add more truffle oil to taste, if necessary.
829	6	Step 6	Serve the spatchcocks with the truffle cream sauce and garlic potatoes.
830	1	Step 1	Combine the sour cream, mustard and water in a small bowl. Taste and season with salt and pepper.
830	2	Step 2	Heat 2 teaspoons of oil in a large frying pan over medium-high heat. Add the onion and cook, stirring often, for 6 minutes or until soft and golden. Transfer to a baking tray. Cover with foil to keep warm.
830	3	Step 3	Brush both sides of the beef with some of the remaining oil. Season with salt and pepper. Add to the pan. Cook for 2 minutes each side for medium or until cooked to your liking. Transfer to the tray with the onion. Cover with foil.
830	4	Step 4	Heat the remaining oil in the pan over medium-high heat. Add the mushroom. Cook, stirring often, for 3 minutes or until soft and slightly golden.
830	5	Step 5	Meanwhile, toast the bread until golden. Rub 1 side of each slice lightly with the cut side of the garlic clove.
830	6	Step 6	Divide half the bread, garlic-side up, among serving plates. Top with the beef, onion, mushroom, sour cream mixture, watercress sprigs and remaining bread. Serve with chips.
831	1	Step 1	Preheat the grill to high.
831	2	Step 2	Melt 20g of the butter in a non-stick frypan over medium heat. Add the sliced mushrooms and tomato wedges, and cook, stirring, for 3-4 minutes until tomato is just softened.
831	3	Step 3	Lightly beat eggs with 1 tablespoon water in a large bowl. Stir in cheese, parsley, and the mushroom and tomato mixture. Season with salt and pepper.
831	4	Step 4	Melt remaining butter in the frypan over medium-low heat. Add the egg mixture, stir briefly, then cook for 5-6 minutes until golden underneath and nearly set. Place pan under hot grill for 3-4 minutes or until just set and top is golden. Slide onto a board, cut in half.
832	1	Step 1	Line a baking tray with baking paper. Heat 2 teaspoons oil in saucepan over medium-high heat. Cook onion and garlic for 4 minutes or until softened. Add bacon and mushroom. Cook, stirring, for 4 to 5 minutes or until mushroom has softened. Add rice. Stir to coat. Add 1 cup cold water. Bring to the boil. Reduce heat to medium-low. Simmer, stirring occasionally, for 10 minutes or until rice has absorbed liquid. Add 3/4 cup cold water. Cook for 8 to 10 minutes or until rice is tender. Remove from heat.
832	2	Step 2	Stir in cheese. Spread rice mixture on prepared tray. Refrigerate for 1 hour or until cool enough to handle.
832	3	Step 3	Using 1/4 cup rice mixture per ball, roll into 8 balls. Flatten slightly. Place on a plate. Place egg into a shallow bowl. Place polenta on a plate. Dip 1 risotto patty into egg, then polenta. Place on a plate. Repeat with remaining patties.
832	4	Step 4	Heat remaining oil in a large frying pan over medium-high heat. Cook patties for 3 to 4 minutes on each side or until browned and crisp. Set aside to cool. Divide patties between 4 microwave-safe containers. Place salad leaves in 4 snaplock bags. Refrigerate.
833	1	Step 1	Preheat oven to 200°C. Heat olive oil in a large frypan over moderately high heat. Saute onion and garlic for 2 minutes or until soft. Add mushrooms and broccollini and toss over a high heat for 3 mins or until just beginning to soften. Remove from heat and transfer into a 26 x 3cm quiche dish.
833	2	Step 2	Whisk eggs and egg whites together in a jug and season with salt and pepper. Stir through grated cheddar and pour evenly over mushrooms and broccollini. Sprinkle with parmesan and bake for 30 minutes or until puffed and golden. Serve with salad leaves.
834	1	Step 1	Melt the butter and oil in a large non-stick frying pan over medium heat. Add the onions and capers, and cook, uncovered, stirring occasionally, for 5 minutes or until the onions are soft. Add the mushrooms and cook, uncovered, stirring, for 3 minutes or until the mushrooms are tender. Stir in the parsley.
834	2	Step 2	Meanwhile, cook the pasta in a large saucepan of salted boiling water following packet directions or until al dente. Drain, reserving 80ml (1/3 cup) of the liquid. Return the pasta to the pan with mushroom mixture, reserved liquid and half the parmesan. Toss to combine and season with salt and pepper. Sprinkle with the remaining parmesan and serve with crusty bread.
835	1	Step 1	Preheat a sandwich press.
835	2	Step 2	Place 2 slices bread on a board. Top with spinach, mushrooms, chutney and cheese. Season with salt and pepper. Sandwich together with remaining bread. Lightly spray both sides sandwiches with oil. Place in sandwich press. Cook for 4 to 5 minutes or until golden. Serve with chips.
836	1	Step 1	Sprinkle eggplant with salt and set aside for 10 mins. Rinse well. Place in a steamer set over simmering water and steam for 10 mins until tender. Set aside.
836	2	Step 2	Heat oil in a frying pan on medium. Saute onion, capsicum, garlic, chilli, cumin and paprika for 4-5 mins until onion is tender. Add mushroom and eggplant and saute for a further 8-10 mins.
836	3	Step 3	Meanwhile, blend water, tahini and lemon together until smooth. Blend into vegetables with dill and season to taste. Sprinkle with parsley and serve with rice or quinoa and steamed spinach.
837	1	Step 1	Heat 1 tablespoon of oil in a small frying pan over medium-high heat. Add mushrooms. Cook, stirring occasionally, for 2 to 3 minutes or until just tender. Add lemon rind and stir to combine. Season with salt and pepper.
837	2	Step 2	Meanwhile, lightly grill or toast both sides of focaccia. Combine remaining oil and garlic. Brush over focaccia bases. Top with salad leaves, mushrooms, feta and focaccia tops. Serve.
838	1	Step 1	Heat oil in a small frypan over medium-high heat. Add mushrooms and cook for 3 minutes until they begin to soften. Add haloumi cheese and cook for 2 to 3 minutes, or until just tender. Stir in fresh thyme and balsamic vinegar.
838	2	Step 2	Toast bread on both sides. Rub one side of each with a cut garlic clove.
838	3	Step 3	Top bread slices with mushroom mixture. Drizzle lightly with extra virgin olive oil. Season with freshly ground black pepper and serve.
839	1	Step 1	Cook the pasta in a saucepan of boiling water according to packet instructions or until al dente.
839	2	Step 2	Meanwhile, heat the oil in a frying pan over a medium-high heat. Add the mushrooms and cook for 4-5 minutes or until golden. In a jug, whisk together the cream and eggs until well combined.
839	3	Step 3	Drain the pasta and quickly return to the pan. While the pasta is hot toss through the egg mixture, mushrooms, ham, parmesan and parsley until well combined. Season with salt and pepper. Serve immediately.
840	1	Step 1	Cook the pasta in a large saucepan of salted boiling water following packet directions. Drain and return to the pan.
840	2	Step 2	Meanwhile, heat the oil in a large non-stick frying pan over medium-high heat. Cook mushroom, stirring, for 5 minutes or until soft. Add cream, lemon rind and lemon juice, and simmer for 3 minutes or until sauce thickens slightly.
840	3	Step 3	Add sauce to the pasta. Season with salt and pepper and toss to combine.
841	1	Step 1	Process onion, carrot, celery and garlic in a food processor until finely chopped (but not a paste). Heat 1 1⁄2 tbs of the oil in a saucepan over medium heat. Add onion mixture and bay leaves. Season. Cook, stirring, for 6 minutes or until soft. Transfer to a bowl.
841	2	Step 2	Meanwhile, process mushrooms in food processor until finely chopped (but not a paste). Heat remaining oil in pan over high heat. Cook mushrooms, stirring, for 3 minutes or until soft.
841	3	Step 3	Stir onion mixture and lentils into mushroom. Stir in tomato, stock and pasta sauce. Reduce heat to low. Cook, covered, stirring occasionally, for 45 minutes or until lentils are tender. Season.
841	4	Step 4	While the lentils are cooking, cook pasta in a large saucepan of boiling salted water until al dente. Drain.
841	5	Step 5	Top spaghetti with bolognaise and sprinkle with pecorino and parsley.
842	1	Step 1	Kids' task: Combine lentils, garlic, mushroom, breadcrumbs, egg and egg whites in a large bowl. Season with salt and pepper. Divide mushroom mixture into 4 equal portions. Use your hands to shape each portion into an 8cm patty. Set aside.
842	2	Step 2	Heat 2 teaspoons of the oil in a large non-stick frying pan over medium-high heat. Add the onion and cook, stirring occasionally, for 8 minutes or until brown. Transfer to a heatproof bowl and cover with foil to keep warm.
842	3	Step 3	Heat the remaining oil in the same pan over medium-high heat. Add the patties and cook for 5 minutes each side or until brown and cooked through.
842	4	Step 4	Place bottom halves of rolls on serving plates. Top with salad, patties, onion and remaining bread. Serve immediately.
843	1	Step 1	Melt 20g butter in a 19cm (base) non-stick frying pan over medium heat. Add mushrooms. Cook for 2 to 3 minutes or until just tender. Add garlic, tarragon, parsley and lemon rind. Cook for 1 minute or until fragrant. Transfer to a bowl. Cover to keep warm. Wipe pan clean.
